ชื่ออาหาร,ingredient_full_json,total_protein,total_fat,total_carbs,total_calories
ตำถาดซีฟู้ด,"{'แซลมอน': '150 กรัม', 'ปลาหมึกหั่นแว่นลวก': '150 กรัม', 'กุ้งสด': '150 กรัม', 'ปูม้าแกะกระดอง': '150 กรัม', 'มะละกอขูดเส้น': '2 ถ้วยตวง', 'น้ำปลา': '2 ช้อนโต๊ะ', 'น้ำมะนาว': '5 ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '1 ½ ช้อนโต๊ะ', 'พริกขี้หนูแดง': '7 เม็ด', 'กระเทียมไทย': '1 ช้อนโต๊ะ', 'น้ำปลาร้าต้มสุก': '5 ช้อนโต๊ะ', 'มะเขือเทศสีดา': '5 ลูก', 'ถั่วฝักยาวหั่นท่อน': '¾ ถ้วยตวง'}",93.9,230.02,161.24,3090.74
ตำไหลบัวกุ้งสด,"{'ไหลบัว': '1 มัด', 'กุ้งสด': '20 ตัว', 'มะเขือส้ม': '10 ลูก', 'มะเขือเทศสีดา': '6 ลูก', 'ผักชีฝรั่ง': '10 ใบ', 'มะนาว': '4 ลูก', 'น้ำปลาร้า': '2 ทัพพี', 'กะปิ': '1 ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '1 ช้อนโต๊ะ', 'พริกแห้ง': '15 เม็ด', 'กระเทียม': '6 กลีบ'}",60,19.29,198.12,1206.09
ตีนไก่ใต้น้ำ,"{'ตีนไก่': '1 กิโลกรัม', 'น้ำปลาร้า': '1 ถ้วยตวง', 'น้ำปลา': '2 ช้อนโต๊ะ', 'ผงปรุงรส': '1 ช้อนโต๊ะ', 'หอมแดง': '10 หัว', 'กระเทียมไทย': '2 ช้อนโต๊ะ', 'ข่า': '1/2 แง่ง', 'ตะไคร้': '3 ต้น', 'ใบมะกรูด': '3 ใบ', 'ผักชีลาว': '3 ต้น', 'ต้นหอม': '3 ต้น', 'น้ำสะอาด': '2 ลิตร', 'พริกจินดาแดง': ''}",29.73,129.08,55.38,1502.16
ถ้วยทองยำส้มโอ,"{'กุ้งลวกสุก': '200 กรัม', 'ส้มโอที่แกะเป็นชิ้นเล็ก ๆ': '200 กรัม', 'หัวกะทิ': '¼ ถ้วยตวง', 'น้ำมะนาว': '2 ช้อนโต๊ะ', 'น้ำปลา': '2 ช้อนโต๊ะ', 'น้ำตาลมะพร้าว': '1 ช้อนโต๊ะ', 'น้ำพริกเผา': '1 ช้อนโต๊ะ', 'ใบมะกรูดซอย': '2 ใบ', 'ผักชีสำหรับตกแต่ง': '', 'หอมเจียว': '2 ช้อนโต๊ะ', 'กระเทียมเจียว': '2 ช้อนโต๊ะ'}",26.63,235.88,32.11,2357.88
ทองหยอด,"{'น้ำตาลทรายขาว': '1,000 กรัม', 'น้ำเปล่า': '1,000 กรัม', 'น้ำกลิ่นมะลิ': '1/8 ช้อนชา', 'ไข่แดงของไข่เป็ด': '10 ฟอง', 'แป้งข้าวเจ้า': '5 ช้อนโต๊ะ (40 กรัม)', 'แป้งมัน': '1 ช้อนโต๊ะ (8 กรัม)', 'ควันเทียน': '1 ชิ้น'}",26.38,216.57,95.47,2436.53
ทอดมันปลากราย,"{'เนื้อปลากราย': '500 กรัม', 'ถั่วฝักยาว': '200 กรัม', 'ไข่ไก่': '1 ฟอง', 'พริกแกง': '1 1/2 ช้อนโต๊ะ', 'ใบมะกรูดซอย': '4 ใบ', 'น้ำตาล': '2 ช้อนโต๊ะ', 'เกลือ': '1 1/2 ช้อนชา', 'น้ำปลา': '2 ช้อนชา', 'น้ำมัน (สำหรับทอด)': 'ครึ่งกระทะ', 'น้ำแข็ง': '3 ช้อนโต๊ะ'}",91.37,226.46,88.47,2757.5
ทูน่าคอร์นสลัด,"{'ผักรวมแช่แข็ง': '200 กรัม', 'น้ำสลัดครีม': '5 ช้อนโต๊ะ', 'ทูน่ากระป๋องในน้ำเกลือ': '1 กระป๋อง', 'สับปะรดหั่นเต๋า': '100 กรัม'}",3.26,45.4,0,421.64
เทนชินฮัง,"{'วัตถุดิบน้ำราด': {'เนยจืด': '15 กรัม', 'โชยุ': '2 ช้อนโต๊ะ', 'น้ำสต๊อกไก่': '200 มิลลิลิตร', 'น้ำตาลทราย': '½ ช้อนโต๊ะ', 'เกลือ': '½ ช้อนชา', 'พริกไทย': '½ ช้อนชา', 'น้ำส้มสายชูข้าว': '½ ช้อนโต๊ะ', 'น้ำมันงา': '1 ช้อนชา', 'แป้งมันละลายน้ำ': '1 ช้อนโต๊ะ'}, 'วัตถุดิบข้าวหน้าไข่': {'ปูอัด': '80 กรัม', 'ไข่ไก่': '4 ฟอง', 'มายองเนส': '2 ช้อนชา', 'ซุปดาชิ': '1 ช้อนโต๊ะ', 'เกลือ': '½ ช้อนชา', 'พริกไทย': '½ ช้อนชา', 'น้ำมันพืช': '1 ช้อนโต๊ะ', 'ข้าวญี่ปุ่นหุงสุก': '1 ถ้วยตวง', 'ถั่วลันเตาลวก': 'สำหรับโรยหน้า'}}",6,4.3,95.47,444.58
โทสต์อะโวคาโดไข่ดาวน้ำ,"{'ขนมปัง': 2, 'ไข่ไก่': 2, 'อะโวคาโด': 2, 'มะเขือเทศลูกเล็ก': 4, 'หอมแดง': 4, 'น้ำเลมอน': 1, 'ผักชี': 1, 'เกลือ': 0.25, 'พริกไทย': 0.25, 'ชีสพาร์เมซาน': 'ตามชอบ', 'เนยเค็ม': 2}",77.41,265.6,94.91,3079.68
นมน้ำผึ้งอุ่น,"{'นมจืด': '1 ขวด', 'น้ำผึ้ง': '1 ช้อนชา'}",16.03,0.41,0,67.81
นมเย็นชมพู,"{'น้ำหวานเฮลส์บลูบอย': '1 ช็อต', 'นมข้นหวาน': '2 ช้อนชา', 'นมข้นจืด': '1 ช็อต'}",20.74,18.67,0,250.99
น้ำกระชายน้ำผึ้งมะนาว,"{'กระชาย': '200 กรัม', 'มะนาว': '1 ลูก', 'น้ำสะอาด': '2 ถ้วยตวง', 'น้ำผึ้ง': '2 ช้อนโต๊ะ'}",19.52,21.63,10.32,314.03
น้ำเต้าหู้,"{'ถั่วเหลือง': '500 กรัม', 'น้ำสะอาด': '1,500 มิลลิลิตร'}",18.44,30.87,0,351.59
น้ำเต้าหู้งาดำ,"{'ถั่วเหลืองซีก': '200 กรัม', 'ใบเตย': '3 ใบ', 'งาดำคั่ว': '3 ช้อนโต๊ะ', 'น้ำเปล่า': '5 ลิตร'}",41.4,162.72,76.6,1936.48
น้ำแตงโมปั่น,"{'เนื้อแตงโม (เอาเม็ดออกแล้ว)': '3/4 แก้ว (16oz)', 'น้ำเชื่อม': '1 1/2 oz', 'น้ำแข็ง': '1 1/2 แก้ว (16 oz)'}",40.17,99.74,0,1058.34
น้ำผัดไทยสำเร็จรูป #ซอสมะขาม (เก็บใว้ใช้ ได้นาน),"{'มะขามเปียก': '1 ถ้วย', 'น้ำตาลปี๊บ': '1 ทัพพี', 'น้ำปลา': '2 ทัพพี', 'น้ำพริกเผา': '0.5 ทัพพี', 'ซอสพริก (ถ้าเด็กไม่ต้องใส่)': '1 ทัพพี'}",9.5,124.96,93.88,1538.16
น้ำพริกกากหมู,"{'มันหมูแข็งหั่นชิ้น': '3 กก.', 'กระเทียมไทยตำละเอียด': '1 กก.', 'หอมเจียว': '3 กก.', 'มะกรูดซอย': '100 กรัม', 'พริกกะเหรี่ยงป่น': 'ตามชอบ', 'รสดีหมู': '', 'น้ำตาลทราย': '', 'เกลือป่น': '', 'น้ำสะอาด': ''}",28.74,123.23,127.58,1734.35
น้ำพริกปลาแซลมอน,"{'เนื้อปลาแซลมอน': '250 กรัม', 'หอมแดง': '7 หัว', 'กระเทียม': '14 กลีบ', 'พริกชี้ฟ้าแดง': '1 เม็ด', 'พริกขี้หนู': '10 เม็ด', 'น้ำตาลทราย': '1 ช้อนชา', 'น้ำมะนาว': '3 ช้อนโต๊ะ', 'น้ำปลา': '3 ช้อนโต๊ะ'}",42.18,223.34,165.79,2841.94
น้ำพริกปลาร้า,"{'ปลาดุก': '1 ตัว', 'หอมแดง': '7 หัว', 'กระเทียม': '10 กลีบ', 'พริกขี้หนูสวน': '15 เม็ด', 'มะนาว': '2 ช้อนโต๊ะ', 'น้ำปลา': '1 ช้อนโต๊ะ', 'น้ำปลาร้าต้มสุก': '1 ถ้วยตวง', 'น้ำเปล่า': '1 ถ้วยตวง'}",42.37,230.22,20.72,2324.34
น้ำพริกเผาผัดหมูสับ,"{'พริกแห้งแบบเผ็ดมาก': '20 เม็ด', 'พริกแห้งแบบเผ็ดน้อย': '50 เม็ด', 'หอมแดง': '10 หัว', 'กระเทียม': '20 กลีบ', 'น้ำมัน': '2 ช้อนโต๊ะ', 'หมูสับ': '100 กรัม', 'น้ำสะอาด': '1 ถ้วย', 'น้ำตาลปี๊บ': '5-6 ข้อนโต๊ะ', 'น้ำปลา': '8-10 ช้อนโต๊ะ', 'มะขามเปียก': '4-5 ช้อนโต๊ะ'}",40.98,243.61,104.28,2773.53
น้ำพริกมะอึก,"{'มะอึก': '1ถ้วย', 'พริกขี้หนูสด เขียวเเดง': '10เม็ด (เพิ่มลดได้)', 'หอมแดง': '2-3หัว', 'กระเทียม': '3-4กลีบ', 'กะปิ': '1/2-1ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '1/2-1ช้อนโต๊ะ', 'น้ำปลา': '1-2ช้อนชา', 'มะนาว': '1ผล', 'กุ้งแห้ง': '2ช้อนชา'}",28.09,126.2,125.9,1751.76
น้ำพริกอ่อง,"{'มะเขือเทศเชอร์รี': '20 ลูก', 'หมูสับติดมัน': '300 กรัม', 'พริกแห้ง': '5 เม็ด', 'กระเทียม (ใส่ในเครื่องแกง)': '1 หัว', 'กระเทียม (ผัดในเครื่องแกง)': '1 หัว', 'หอมแดง': '2 หัว', 'กะปิ': '½ ช้อนโต๊ะ', 'เกลือ': '1 ช้อนชา', 'น้ำตาล': '1 ช้อนชา', 'น้ำมัน': '1 ช้อนโต๊ะ', 'ต้นหอม / ผักชี': '1 ต้น', 'น้ำเปล่า': '½ ถ้วย'}",55.4,233.56,81.62,2650.12
น้ำพริกอ่องอกไก่คลีน,"{'อกไก่สับ': '600 กรัม', 'พริกแห้ง': '4 เม็ด', 'หอมแดง': '20 หัว', 'กระเทียม': '5 หัว', 'เกลือป่น': 'ตามชอบ', 'น้ำตาลดอกมะพร้าว': '1/2 ช้อนโต๊ะ', 'น้ำมันมะกอก': '2ปั๊ม', 'มะเขือเทศราชินี': '30 ลูก'}",32.52,108.96,70.32,1392
น้ำส้มปั่น,"{'ส้ม': '5 ผล', 'เกลือ': '1 ช้อนชา', 'น้ำเชื่อม': '1 ช้อนโต๊ะ', 'น้ำมะนาว': '1 ช้อนโต๊ะ', 'แครอท': '4 แว่น', 'น้ำแข็งบด': '1 แก้ว'}",23.4,102.41,15.1,1075.69
น้ำสลัดครีมซีฟุ้ด,"{'มายองเนส': '150 กรัม', 'กระเทียมกลีบเล็ก': '5 กลีบ', 'พริกขี้หนูสวน': '8-10 เม็ด', 'ผักชี': '1 ช้อนโต๊ะ', 'โหระพา': '3 ใบ', 'น้ำปลา': '1 ช้อนโต๊ะ', 'น้ำตาล': '2 ช้อนโต๊ะ', 'น้ำมะนาว': '2 ช้อนโต๊ะ', 'เกลือ': 'นิดหน่อย'}",28.12,264.69,21.7,2581.49
น้ำสามเกลอทะลายไขมัน,"{'พุทธาแห้ง': '3 ขีด', 'มะตูมแห้งดอกใหญ่': '2 ขีด', 'กระเจี๊ยบสด': '3 ขีด', 'น้ำกรอง': '8-9 ลิตร', 'เกลือเม็ดเกลือสมุทร': '1 ช้อนชา'}",14.39,4.55,10.4,140.11
บราวนี่ สูตรนี้ขอบอกว่าเข้มข้นถึงใจ,"{'แป้งสาลีอเนกประสงค์': '100 กรัม', 'ผงฟู': '1/4 ช้อนชา', 'ดาร์กช็อคโกแลต': '100 กรัม', 'ไข่ไก่ เบอร์ 12': 'ฟอง', 'น้ำตาลทราย': '180 กรัม', 'เนยเค็ม': '85 กรัม', 'ผงโกโก้': '30 กรัม', 'กลิ่นวนิลา': '2 ช้อนชา', 'เกลือ': 'เล็กน้อย'}",42.33,227.08,207.14,3041.6
