ชื่ออาหาร,ingredient_full_json,total_protein,total_fat,total_carbs,total_calories,วัตถุดิบ
คอร์นชีสยืด,"{'ข้าวโพด': '1 ถ้วย', 'นมข้นจืด': '1 ถ้วย', 'เนยจืด': '50 กรัม', 'เกลือ': 'เล็กน้อย', 'น้ำตาล': '2 ช้อนโต๊ะ', 'มอสเซลเลล่าชีส': '200-300 กรัม'}",33.58,100.74,11.3,1086.18,"ข้าวโพด ต้มสุกแกะเมล็ด, 1 ถ้วย
นมข้นจืด, 1 ถ้วย
เนยจืด, 50 กรัม
เกลือเล็กน้อย
น้ำตาล, 2 ช้อนโต๊ะ
มอสเซลเลล่าชีส, 200-300 กรัม"
คอหมูย่าง น้ำจิ้มแจ่ว,"{'สันคอหมู': '400 กรัม', 'ซีอิ้วขาว': '1 ช้อนชา', 'น้ำมันหอย': '1 ช้อนชา', 'น้ำมันงา': '2 ช้อนชา', 'ผงปรุงรส': '1 ช้อนชา', 'น้ำตาลทราย': '0.5 ช้อนชา', 'รากผักชี': '3 ราก', 'เม็ดพริกไทยดำ': '5 เม็ด', 'กระเทียม': '5 หัว', 'น้ำมะขามเปียก': '2 ช้อนโต๊ะ', 'หอมแดงซอย': '1 ช้อนโต๊ะ', 'น้ำตาลปี๊บ': '1 ช้อนชา', 'น้ำปลา': '1 ช้อนโต๊ะ', 'พริกป่น': '1-2 ช้อนโต๊ะ', 'ข้าวคั่ว': '0.5-1 ช้อนโต๊ะ', 'ผักชีใบเลื่อย': '1-2 ต้น', 'ต้นหอม': '1 ต้น'}",81.78,336.98,341.66,4726.58,"สันคอหมู, 400 กรัม
ซีอิ้วขาว / น้ำมันหอยอย่างละ, 1 ช้อนชา
น้ำมันงา, 2 ช้อนชา
ผงปรุงรส, 1 ช้อนชา
น้ำตาลทราย, 1/2 ช้อนชา
รากผักชี, 3 ราก
เม็ดพริกไทยดำ, 5 เม็ด
กระเทียมปลอกเปลือก, 5 หัว
- น้ำมะขามเปียก, 2 ช้อนโต๊ะ
- หอมแดงซอย, 1 ช้อนโต๊ะ
- น้ำตาลปี๊บ, 1 ช้อนชา
- น้ำปลา, 1 ช้อนโต๊ะ
- พริกป่น, 1-2 ช้อนโต๊ะ
- ข้าวคั่ว, 1/2 - 1 ช้อนโต๊ะ
- ผักชีใบเลื่อย, 1-2 ต้น
- ต้นหอม, 1 ต้น"
คาราเมลมัคคิอาโต้,"{'นมสด': '100 ml.', 'นมข้นจืด': '30 ml.', 'คาราเมลไซรัป': '20 ml.', 'กาแฟสด': '70 ml.'}",30.94,24.59,15.6,407.47,"นมสด, 100 ml.
นมข้นจืด, 30 ml.
คาราเมลไซรัป, 20 ml.
กาแฟสด, 70 ml."
คุ้กกี้ตัวหนอนไส้สับปะรด,"{'แป้งสาลีอเนกประสงค์': '500 กรัม', 'ผงฟู': '1/2 ช้อนชา', 'เนยสด': '300 กรัม', 'เกลือป่น': '1/2 ช้อนชา', 'น้ำตาลไอซิ่ง': '150 กรัม', 'กลิ่นวนิลา': '1/2 ช้อนชา', 'ไข่ไก่': '1 ฟอง', 'สับปะรดกวน': '500 กรัม'}",35.82,226.79,122.94,2676.15,"แป้งสาลีอเนกประสงค์, 500 กรัม
ผงฟู, 1/2 ช้อนชา
เนยสด, 300 กรัม
เกลือป่น, 1/2 ช้อนชา
น้ำตาลไอซิ่ง, 150 กรัม
กลิ่นวนิลา, 1/2 ช้อนชา
ไข่ไก่, 1 ฟอง
สับปะรดกวน, 500 กรัม"
คุ๊กกี้ธัญพืชไร้แป้ง,"{'มะม่วงหิมพานอบแห้ง': '50 กรัม', 'อัลมอนด์สไลด์': '50 กรัม', 'วอลนัท': '50 กรัม', 'เมล็ดฟักทอง': '50 กรัม', 'ข้าวโอ๊ตอบแห้ง': '100 กรัม', 'แครนเบอรี่อบแห้ง': '50 กรัม', 'งาขาว': '25 กรัม', 'งาดำ': '25 กรัม', 'ไข่ขาว': '2 ฟอง', 'น้ำผึ้ง': '2 ช้อนโต๊ะ', 'ลูกเกด': '50 กรัม'}",132.67,171.57,114.56,2533.05,"มะม่วงหิมพานอบแห้ง, 50 กรัม
อัลมอนด์สไลด์, 50 กรัม
วอลนัท, 50 กรัม
เมล็ดฟักทอง, 50 กรัม
ข้าวโอ๊ตอบแห้ง, 100 กรัม
แครนเบอรี่อบแห้ง, 50 กรัม
งาขาว, 25 กรัม
งาดำ, 25 กรัม
ไข่ขาว, 2 ฟอง
น้ำผึ้ง, 2 ช้อนโต๊ะ
ลูกเกด, 50 กรัม"
คุ้กกี้เนยสด,"{'แป้งอเนกประสงค์': '450 กรัม', 'เบคกิ้งโซดา': '15 กรัม', 'เนยจืด': '300 กรัม', 'น้ำตาลทรายละเอียด': '230 กรัม', 'เกลือ': '1/2 ช้อนชา', 'ไข่ไก่เบอร์02': '1 ใบ', 'กลิ่นวนิลา': '2 ช้อนชา'}",49.45,217.73,134.24,2694.33,"แป้งอเนกประสงค์ ตราว่าว, 450 กรัม
เบคกิ้งโซดา, 15 กรัม
เนยจืด, 300 กรัม
น้ำตาลทรายละเอียด, 230 กรัม
เกลือ, 1/2 ช้อนชา
ไข่ไก่เบอร์, 02 ใบ
กลิ่นวนิลา, 2 ช้อนชา"
คุกกี้บราวนี่ (Brownie Cookies),"{'เนย': '120 กรัม', 'ช็อกโกแลตไม่หวาน': '90 กรัม', 'ช็อกโกแลตชิพเม็ดใหญ่': '165 + 165 กรัม', 'ไข่ไก่': '3 ฟอง', 'น้ำตาลทรายแดง': '100 กรัม', 'น้ำตาลทราย': '110 กรัม', 'แป้งสาลีอเนกประสงค์': '105 กรัม', 'ผงฟู': '1⁄3 ช้อนชา', 'เกลือ': '¼ ช้อนชา'}",36.26,211.14,270.99,3129.26,"เนย, 120 กรัม
ช็อกโกแลตไม่หวาน, 90 กรัม
ช็อกโกแลตชิพเม็ดใหญ่, 165 + 165 กรัม
ไข่ไก่, 3 ฟอง
น้ำตาลทรายแดง, 100 กรัม
น้ำตาลทราย, 110 กรัม
แป้งสาลีอเนกประสงค์, 105 กรัม
ผงฟู, 1⁄3 ช้อนชา
เกลือ¼ ช้อนชา"
คุกกี้ไมโครเวฟ,"{'แป้งอเนกประสงค์': '150 กรัม', 'น้ำเชื่อม': '100 มิลลิตร', 'ไมโล 3 อิน 1': '60 กรัม', 'เนยจืด ตราออร์คิด': '75 กรัม', 'นมสดจืด ตราเมจิ': '25 กรัม', 'ผงฟู': '1 ช้อนชา'}",5.87,212.34,0,1934.54,"แป้งอเนกประสงค์, 150 กรัม
น้ำเชื่อม, 100 มิลลิตร
ไมโล, 3 อิน 1 60 กรัม
เนยจืด ตราออร์คิด, 75 กรัม
นมสดจืด ตราเมจิ, 25 กรัม
ผงฟู, 1 ช้อนชา"
เค้กกล้วยหอม,"{'แป้งเค้ก': '200 กรัม', 'ไข่ไก่': '3 ฟอง', 'ผงฟู': '1 1/2 ชต', 'เบคกิ้งโซดา': '1 ชช', 'เกลือ': '1/2 ชช', 'น้ำมันพืช': '1 ถ้วยตวง', 'น้าตาลทราย': '180 กรัม', 'กล้วยหอมสุกบด': '200 กรัม'}",41.14,140.47,192.07,2197.07,"แป้งเค้ก, 200 กร้ม
ไข่ไก่, 3 ฟอง
ผงฟู, 1 1/2 ชต
เบคกิ้งโซดา, 1 ชช
เกลือ, 1/2 ชช
น้ำมันพืช, 1 ถ้วยตวง
น้าตาลทราย, 180 กรัม
กล้วยหอมสุกบด, 200 กรัม"
เค้กกล้วยหอมคลีน,"{'กล้วยหอมสุกงอม': '2 ลูก', 'ข้าวโอ๊ต': '1 ถ้วย', 'ไข่ไก่': '1 ฟอง', 'นมอัลมอนด์': '1/4 ถ้วยตวง', 'baking soda': '1/2 ช้อนชา', 'กลิ่นวนิลลา': '1/2 ช้อนชา', 'น้ำมันคาโนล่า': '1/2 ช้อนชา'}",36.01,168.22,66.67,1924.7,"กล้วยหอมสุกงอม, 2 ลูก
ข้าวโอ๊ต, 1 ถ้วย
ไข่ไก่, 1 ฟอง
นมอัลมอนด์, 1/4 ถ้วยตวง
baking soda, 1/2 ช้อนชา
กลิ่นวนิลลา, 1/2 ช้อนชา
น้ำมันคาโนล่า, 1/2 ช้อนชา"
เค้กกล้วยหอมไมโครเวฟ,"{'กล้วยหอม': 3, 'ไข่ไก่': 3, 'น้ำตาล': 4, 'เนยละลาย': 6, 'นม': 3, 'กลิ่นวนิลลา': 1, 'แป้งอเนกประสงค์': 12, 'เกลือ': 0.5, 'ผงฟู': 0.5, 'ผงโกโก้': '', 'น้ำผึ้ง': '', 'อัลมอนด์สไลซ์': ''}",49.19,305.82,148.27,3542.22,"กล้วยหอม, 3 ลูก
ไข่ไก่, 3 ฟอง
น้ำตาล, 4 ช้อนโต๊ะ
เนยละลาย, 6 ช้อนโต๊ะ
นม, 3 ช้อนโต๊ะ
กลิ่นวนิลลา, 1 ช้อนชา
แป้งอเนกประสงค์, 12 ช้อนโต๊ะ
เกลือ ½ ช้อนชา
ผงฟู ½ ช้อนโต๊ะ
ผงโกโก้ สำหรับตกแต่ง
น้ำผึ้ง สำหรับตกแต่ง
อัลมอนด์สไลซ์ สำหรับตกแต่ง"
เค้กแครอท,"{'แครอทขูดฝอยบีบน้ำออก': '150 กรัม', 'แป้งเค้ก': '120 กรัม', 'ผงฟู': '1 ช้อนชา', 'เบกกิ้งโซดา': '1 ช้อนชา', 'ผงชินนามอน': '1 ช้อนโต๊ะ', 'ไข่ไก่': '3 ฟอง', 'น้ำตาลทรายขาว': '40 กรัม', 'น้ำตาลทรายแดง': '50 กรัม', 'น้ำมันรำขาว': '120 กรัม', 'เม็ดมะม่วงหิมพานต์สับหยาบ': '30 กรัม', 'อัลมอนด์สับหยาบ': '30 กรัม', 'อินทผาลัม': '30 กรัม', 'กลิ่นวานิลลา': '1 ช้อนชา', 'ครีมชีส': '125 กรัม', 'เนยสด': '80 กรัม', 'น้ำมะนาว': '1 ช้อนโต๊ะ'}",80.74,376.79,304.84,4933.43,"แครอทขูดฝอยบีบน้ำออก, 150 กรัม
แป้งเค้ก, 120 กรัม
ผงฟู, 1 ช้อนชา
เบกกิ้งโซดา, 1 ช้อนชา
ผงชินนามอน, 1 ช้อนโต๊ะ
ไข่ไก่, 3 ฟอง
น้ำตาลทรายขาว, 40 กรัม
น้ำตาลทรายแดง, 50 กรัม
น้ำมันรำขาว, 120 กรัม
เม็ดมะม่วงหิมพานต์สับหยาบ, 30 กรัม
อัลมอนด์สับหยาบ, 30 กรัม
อินทผาลัม, 30 กรัม
กลิ่นวานิลลา, 1 ช้อนชา
ครีมชีส, 125 กรัม
เนยสด, 80 กรัม
น้ำมะนาว, 1 ช้อนโต๊ะ"
เค้กทูโทน เค้กสองสี,"{'Easy Bake Moist Chocolate Cake': '1 กล่อง', 'Easy Bake Classic Vanilla Cake': '1 กล่อง', 'สตรอว์เบอร์รีสด': '300 กรัม', 'วิปปิ้งครีม': '300 มิลลิลิตร', 'น้ำตาลทราย': '30 กรัม', 'ไข่ไก่': '2 ฟอง'}",43.85,61.98,162.14,1381.78,"Easy Bake Moist Chocolate Cake, 1 กล่อง
Easy Bake Classic Vanilla Cake, 1 กล่อง
สตรอว์เบอร์รีสด, 300 กรัม
วิปปิ้งครีม, 300 มิลลิลิตร
น้ำตาลทราย, 30 กรัม
ไข่ไก่, 2 ฟอง
ดอกไม้ สำหรับตกแต่ง"
เค้กใบเตยสูตรนึ่งแบบไม่ใช้เตาอบ,"{'แป้งสาลีเอนกประสงค์ตราว่าว': '1 ถ้วยตวง', 'น้ำใบเตย': '1/2 ถ้วยตวง', 'กะทิกล่อง': '1/3 ถ้วยตวง', 'น้ำตาลทรายเนื้อละเอียด': '1 ถ้วยตวง', 'เกลือป่น': '1/4 ช้อนชา', 'ผงฟูดับเบิ้ลแอคชั่น': '1 ช้อนชา', 'เบคกิ้งโซดา': '1/2 ช้อนชา', 'น้ำมะนาว': '2 ช้อนชา'}",27.98,229.52,119.27,2654.68,"แป้งสาลีเอนกประสงค์ตราว่าว, 1ถ้วยตวง
น้ำใบเตย, 1/2ถ้วยตวง
กะทิกล่อง, 1/3ถ้วยตวง
น้ำตาลทรายเนื้อละเอียด, 1ถ้วยตวง
เกลือป่น, 1/4ช้อนชา
ผงฟูดับเบิ้ลแอคชั่น, 1ช้อนชา
เบคกิ้งโซดา, 1/2ช้อนชา
น้ำมะนาว, 2ช้อนชา"
